date,state,gender,legal,indigenous,count
2007-03-01,TAS,Female,Sentenced,Other,0
2007-03-01,TAS,Male,Remanded,ATSI,14
2007-03-01,TAS,Male,Remanded,Other,87
2007-03-01,TAS,Male,Sentenced,ATSI,0
2007-03-01,TAS,Male,Sentenced,Other,0
2007-03-01,VIC,Female,Remanded,ATSI,3
2007-03-01,VIC,Female,Remanded,Other,48
2007-03-01,VIC,Female,Sentenced,ATSI,0
2007-03-01,VIC,Female,Sentenced,Other,0
2007-03-01,VIC,Male,Remanded,ATSI,49
2007-03-01,VIC,Male,Remanded,Other,646
2007-03-01,VIC,Male,Sentenced,ATSI,0
2007-03-01,VIC,Male,Sentenced,Other,0
2007-03-01,WA,Female,Remanded,ATSI,40
2007-03-01,WA,Female,Remanded,Other,32
2007-03-01,WA,Female,Sentenced,ATSI,0
2007-03-01,WA,Female,Sentenced,Other,0
2007-03-01,WA,Male,Remanded,ATSI,233
2007-03-01,WA,Male,Remanded,Other,365
2007-03-01,WA,Male,Sentenced,ATSI,0
2007-03-01,WA,Male,Sentenced,Other,0
2007-06-01,ACT,Female,Remanded,ATSI,1
2007-06-01,ACT,Female,Remanded,Other,3
2007-06-01,ACT,Female,Sentenced,ATSI,0
2007-06-01,ACT,Female,Sentenced,Other,0
2007-06-01,ACT,Male,Remanded,ATSI,11
2007-06-01,ACT,Male,Remanded,Other,48
2007-06-01,ACT,Male,Sentenced,ATSI,0
2007-06-01,ACT,Male,Sentenced,Other,0
2007-06-01,NSW,Female,Remanded,ATSI,54
2007-06-01,NSW,Female,Remanded,Other,155
2007-06-01,NSW,Female,Sentenced,ATSI,0
2007-06-01,NSW,Female,Sentenced,Other,0
2007-06-01,NSW,Male,Remanded,ATSI,397
2007-06-01,NSW,Male,Remanded,Other,1776
2007-06-01,NSW,Male,Sentenced,ATSI,0
2007-06-01,NSW,Male,Sentenced,Other,0
2007-06-01,NT,Female,Remanded,ATSI,11
2007-06-01,NT,Female,Remanded,Other,1
2007-06-01,NT,Female,Sentenced,ATSI,0
2007-06-01,NT,Female,Sentenced,Other,0
2007-06-01,NT,Male,Remanded,ATSI,139
2007-06-01,NT,Male,Remanded,Other,36
2007-06-01,NT,Male,Sentenced,ATSI,0
2007-06-01,NT,Male,Sentenced,Other,0
2007-06-01,QLD,Female,Remanded,ATSI,31
2007-06-01,QLD,Female,Remanded,Other,77
2007-06-01,QLD,Female,Sentenced,ATSI,0
2007-06-01,QLD,Female,Sentenced,Other,0
2007-06-01,QLD,Male,Remanded,ATSI,312
2007-06-01,QLD,Male,Remanded,Other,873
2007-06-01,QLD,Male,Sentenced,ATSI,0
2007-06-01,QLD,Male,Sentenced,Other,0
2007-06-01,SA,Female,Remanded,ATSI,14
2007-06-01,SA,Female,Remanded,Other,38
2007-06-01,SA,Female,Sentenced,ATSI,0
2007-06-01,SA,Female,Sentenced,Other,0
2007-06-01,SA,Male,Remanded,ATSI,147
2007-06-01,SA,Male,Remanded,Other,436
2007-06-01,SA,Male,Sentenced,ATSI,0
2007-06-01,SA,Male,Sentenced,Other,0
2007-06-01,TAS,Female,Remanded,ATSI,5
2007-06-01,TAS,Female,Remanded,Other,6
2007-06-01,TAS,Female,Sentenced,ATSI,0
2007-06-01,TAS,Female,Sentenced,Other,0
2007-06-01,TAS,Male,Remanded,ATSI,7
2007-06-01,TAS,Male,Remanded,Other,104
2007-06-01,TAS,Male,Sentenced,ATSI,0
2007-06-01,TAS,Male,Sentenced,Other,0
2007-06-01,VIC,Female,Remanded,ATSI,4
2007-06-01,VIC,Female,Remanded,Other,50
2007-06-01,VIC,Female,Sentenced,ATSI,0
2007-06-01,VIC,Female,Sentenced,Other,0
2007-06-01,VIC,Male,Remanded,ATSI,46
2007-06-01,VIC,Male,Remanded,Other,680
2007-06-01,VIC,Male,Sentenced,ATSI,0
2007-06-01,VIC,Male,Sentenced,Other,0
2007-06-01,WA,Female,Remanded,ATSI,43
2007-06-01,WA,Female,Remanded,Other,33
2007-06-01,WA,Female,Sentenced,ATSI,0
2007-06-01,WA,Female,Sentenced,Other,0
2007-06-01,WA,Male,Remanded,ATSI,239
2007-06-01,WA,Male,Remanded,Other,365
2007-06-01,WA,Male,Sentenced,ATSI,0
2007-06-01,WA,Male,Sentenced,Other,0
2007-09-01,ACT,Female,Remanded,ATSI,1
2007-09-01,ACT,Female,Remanded,Other,4
2007-09-01,ACT,Female,Sentenced,ATSI,0
2007-09-01,ACT,Female,Sentenced,Other,0
2007-09-01,ACT,Male,Remanded,ATSI,7
2007-09-01,ACT,Male,Remanded,Other,55
2007-09-01,ACT,Male,Sentenced,ATSI,0
2007-09-01,ACT,Male,Sentenced,Other,0
2007-09-01,NSW,Female,Remanded,ATSI,63
2007-09-01,NSW,Female,Remanded,Other,148
2007-09-01,NSW,Female,Sentenced,ATSI,0
2007-09-01,NSW,Female,Sentenced,Other,0
2007-09-01,NSW,Male,Remanded,ATSI,385
2007-09-01,NSW,Male,Remanded,Other,1782
2007-09-01,NSW,Male,Sentenced,ATSI,0
2007-09-01,NSW,Male,Sentenced,Other,0
2007-09-01,NT,Female,Remanded,ATSI,9
2007-09-01,NT,Female,Remanded,Other,0
2007-09-01,NT,Female,Sentenced,ATSI,0
2007-09-01,NT,Female,Sentenced,Other,0
2007-09-01,NT,Male,Remanded,ATSI,127
2007-09-01,NT,Male,Remanded,Other,22
2007-09-01,NT,Male,Sentenced,ATSI,0
2007-09-01,NT,Male,Sentenced,Other,0
2007-09-01,QLD,Female,Remanded,ATSI,33
2007-09-01,QLD,Female,Remanded,Other,72
2007-09-01,QLD,Female,Sentenced,ATSI,0
2007-09-01,QLD,Female,Sentenced,Other,0
2007-09-01,QLD,Male,Remanded,ATSI,314
2007-09-01,QLD,Male,Remanded,Other,853
2007-09-01,QLD,Male,Sentenced,ATSI,0
2007-09-01,QLD,Male,Sentenced,Other,0
2007-09-01,SA,Female,Remanded,ATSI,16
2007-09-01,SA,Female,Remanded,Other,36
2007-09-01,SA,Female,Sentenced,ATSI,0
2007-09-01,SA,Female,Sentenced,Other,0
2007-09-01,SA,Male,Remanded,ATSI,158
2007-09-01,SA,Male,Remanded,Other,421
2007-09-01,SA,Male,Sentenced,ATSI,0
2007-09-01,SA,Male,Sentenced,Other,0
2007-09-01,TAS,Female,Remanded,ATSI,2
2007-09-01,TAS,Female,Remanded,Other,6
2007-09-01,TAS,Female,Sentenced,ATSI,0
2007-09-01,TAS,Female,Sentenced,Other,0
2007-09-01,TAS,Male,Remanded,ATSI,12
2007-09-01,TAS,Male,Remanded,Other,94
2007-09-01,TAS,Male,Sentenced,ATSI,0
2007-09-01,TAS,Male,Sentenced,Other,0
2007-09-01,VIC,Female,Remanded,ATSI,3
2007-09-01,VIC,Female,Remanded,Other,51
2007-09-01,VIC,Female,Sentenced,ATSI,0
2007-09-01,VIC,Female,Sentenced,Other,0
2007-09-01,VIC,Male,Remanded,ATSI,55
2007-09-01,VIC,Male,Remanded,Other,703
2007-09-01,VIC,Male,Sentenced,ATSI,0
2007-09-01,VIC,Male,Sentenced,Other,0
2007-09-01,WA,Female,Remanded,ATSI,22
2007-09-01,WA,Female,Remanded,Other,39
2007-09-01,WA,Female,Sentenced,ATSI,0
2007-09-01,WA,Female,Sentenced,Other,0
2007-09-01,WA,Male,Remanded,ATSI,271
2007-09-01,WA,Male,Remanded,Other,369
2007-09-01,WA,Male,Sentenced,ATSI,0
2007-09-01,WA,Male,Sentenced,Other,0
2007-12-01,ACT,Female,Remanded,ATSI,1
2007-12-01,ACT,Female,Remanded,Other,4
2007-12-01,ACT,Female,Sentenced,ATSI,0
2007-12-01,ACT,Female,Sentenced,Other,0
2007-12-01,ACT,Male,Remanded,ATSI,7
2007-12-01,ACT,Male,Remanded,Other,61
2007-12-01,ACT,Male,Sentenced,ATSI,0
2007-12-01,ACT,Male,Sentenced,Other,0
2007-12-01,NSW,Female,Remanded,ATSI,56
2007-12-01,NSW,Female,Remanded,Other,143
2007-12-01,NSW,Female,Sentenced,ATSI,0
2007-12-01,NSW,Female,Sentenced,Other,0
2007-12-01,NSW,Male,Remanded,ATSI,401
2007-12-01,NSW,Male,Remanded,Other,1871
2007-12-01,NSW,Male,Sentenced,ATSI,0
2007-12-01,NSW,Male,Sentenced,Other,0
2007-12-01,NT,Female,Remanded,ATSI,6
2007-12-01,NT,Female,Remanded,Other,2
2007-12-01,NT,Female,Sentenced,ATSI,0
2007-12-01,NT,Female,Sentenced,Other,0
2007-12-01,NT,Male,Remanded,ATSI,137
2007-12-01,NT,Male,Remanded,Other,22
2007-12-01,NT,Male,Sentenced,ATSI,0
2007-12-01,NT,Male,Sentenced,Other,0
2007-12-01,QLD,Female,Remanded,ATSI,24
2007-12-01,QLD,Female,Remanded,Other,72
2007-12-01,QLD,Female,Sentenced,ATSI,0
2007-12-01,QLD,Female,Sentenced,Other,0
2007-12-01,QLD,Male,Remanded,ATSI,282
2007-12-01,QLD,Male,Remanded,Other,818
2007-12-01,QLD,Male,Sentenced,ATSI,0
2007-12-01,QLD,Male,Sentenced,Other,0
2007-12-01,SA,Female,Remanded,ATSI,12
2007-12-01,SA,Female,Remanded,Other,42
2007-12-01,SA,Female,Sentenced,ATSI,0
2007-12-01,SA,Female,Sentenced,Other,0
2007-12-01,SA,Male,Remanded,ATSI,147
2007-12-01,SA,Male,Remanded,Other,410
2007-12-01,SA,Male,Sentenced,ATSI,0
2007-12-01,SA,Male,Sentenced,Other,0
2007-12-01,TAS,Female,Remanded,ATSI,3
2007-12-01,TAS,Female,Remanded,Other,7
2007-12-01,TAS,Female,Sentenced,ATSI,0
2007-12-01,TAS,Female,Sentenced,Other,0
2007-12-01,TAS,Male,Remanded,ATSI,9
2007-12-01,TAS,Male,Remanded,Other,93
2007-12-01,TAS,Male,Sentenced,ATSI,0
2007-12-01,TAS,Male,Sentenced,Other,0
2007-12-01,VIC,Female,Remanded,ATSI,3
2007-12-01,VIC,Female,Remanded,Other,47
2007-12-01,VIC,Female,Sentenced,ATSI,0
2007-12-01,VIC,Female,Sentenced,Other,0
2007-12-01,VIC,Male,Remanded,ATSI,44
2007-12-01,VIC,Male,Remanded,Other,706
2007-12-01,VIC,Male,Sentenced,ATSI,0
2007-12-01,VIC,Male,Sentenced,Other,0
2007-12-01,WA,Female,Remanded,ATSI,23
2007-12-01,WA,Female,Remanded,Other,31
2007-12-01,WA,Female,Sentenced,ATSI,0
2007-12-01,WA,Female,Sentenced,Other,0
2007-12-01,WA,Male,Remanded,ATSI,240
2007-12-01,WA,Male,Remanded,Other,382
2007-12-01,WA,Male,Sentenced,ATSI,0
2007-12-01,WA,Male,Sentenced,Other,0
2008-03-01,ACT,Female,Remanded,ATSI,2
2008-03-01,ACT,Female,Remanded,Other,8
2008-03-01,ACT,Female,Sentenced,ATSI,0
2008-03-01,ACT,Female,Sentenced,Other,0
2008-03-01,ACT,Male,Remanded,ATSI,10
2008-03-01,ACT,Male,Remanded,Other,63
2008-03-01,ACT,Male,Sentenced,ATSI,0
2008-03-01,ACT,Male,Sentenced,Other,0
2008-03-01,NSW,Female,Remanded,ATSI,59
2008-03-01,NSW,Female,Remanded,Other,140
2008-03-01,NSW,Female,Sentenced,ATSI,0
2008-03-01,NSW,Female,Sentenced,Other,0
2008-03-01,NSW,Male,Remanded,ATSI,455
2008-03-01,NSW,Male,Remanded,Other,1899
2008-03-01,NSW,Male,Sentenced,ATSI,0
2008-03-01,NSW,Male,Sentenced,Other,0
2008-03-01,NT,Female,Remanded,ATSI,9
2008-03-01,NT,Female,Remanded,Other,2
2008-03-01,NT,Female,Sentenced,ATSI,0
2008-03-01,NT,Female,Sentenced,Other,0
2008-03-01,NT,Male,Remanded,ATSI,167
2008-03-01,NT,Male,Remanded,Other,32
2008-03-01,NT,Male,Sentenced,ATSI,0
2008-03-01,NT,Male,Sentenced,Other,0
2008-03-01,QLD,Female,Remanded,ATSI,34
2008-03-01,QLD,Female,Remanded,Other,67
2008-03-01,QLD,Female,Sentenced,ATSI,0
2008-03-01,QLD,Female,Sentenced,Other,0
2008-03-01,QLD,Male,Remanded,ATSI,319
2008-03-01,QLD,Male,Remanded,Other,840
2008-03-01,QLD,Male,Sentenced,ATSI,0
2008-03-01,QLD,Male,Sentenced,Other,0
2008-03-01,SA,Female,Remanded,ATSI,15
2008-03-01,SA,Female,Remanded,Other,46
2008-03-01,SA,Female,Sentenced,ATSI,0
2008-03-01,SA,Female,Sentenced,Other,0
2008-03-01,SA,Male,Remanded,ATSI,158
2008-03-01,SA,Male,Remanded,Other,429
2008-03-01,SA,Male,Sentenced,ATSI,0
2008-03-01,SA,Male,Sentenced,Other,0
2008-03-01,TAS,Female,Remanded,ATSI,4
2008-03-01,TAS,Female,Remanded,Other,6
2008-03-01,TAS,Female,Sentenced,ATSI,0
2008-03-01,TAS,Female,Sentenced,Other,0
2008-03-01,TAS,Male,Remanded,ATSI,10
2008-03-01,TAS,Male,Remanded,Other,93
2008-03-01,TAS,Male,Sentenced,ATSI,0
2008-03-01,TAS,Male,Sentenced,Other,0
2008-03-01,VIC,Female,Remanded,ATSI,5
2008-03-01,VIC,Female,Remanded,Other,46
2008-03-01,VIC,Female,Sentenced,ATSI,0
2008-03-01,VIC,Female,Sentenced,Other,0
2008-03-01,VIC,Male,Remanded,ATSI,46
2008-03-01,VIC,Male,Remanded,Other,698
2008-03-01,VIC,Male,Sentenced,ATSI,0
2008-03-01,VIC,Male,Sentenced,Other,0
2008-03-01,WA,Female,Remanded,ATSI,37
2008-03-01,WA,Female,Remanded,Other,27
2008-03-01,WA,Female,Sentenced,ATSI,0
2008-03-01,WA,Female,Sentenced,Other,0
2008-03-01,WA,Male,Remanded,ATSI,259
2008-03-01,WA,Male,Remanded,Other,399
2008-03-01,WA,Male,Sentenced,ATSI,0
2008-03-01,WA,Male,Sentenced,Other,0
2008-06-01,ACT,Female,Remanded,ATSI,2
2008-06-01,ACT,Female,Remanded,Other,5
2008-06-01,ACT,Female,Sentenced,ATSI,0
2008-06-01,ACT,Female,Sentenced,Other,0
2008-06-01,ACT,Male,Remanded,ATSI,12
2008-06-01,ACT,Male,Remanded,Other,67
2008-06-01,ACT,Male,Sentenced,ATSI,0
2008-06-01,ACT,Male,Sentenced,Other,0
2008-06-01,NSW,Female,Remanded,ATSI,64
2008-06-01,NSW,Female,Remanded,Other,144
2008-06-01,NSW,Female,Sentenced,ATSI,0
2008-06-01,NSW,Female,Sentenced,Other,0
2008-06-01,NSW,Male,Remanded,ATSI,442
2008-06-01,NSW,Male,Remanded,Other,1921
2008-06-01,NSW,Male,Sentenced,ATSI,0
2008-06-01,NSW,Male,Sentenced,Other,0
2008-06-01,NT,Female,Remanded,ATSI,8
2008-06-01,NT,Female,Remanded,Other,2
2008-06-01,NT,Female,Sentenced,ATSI,0
2008-06-01,NT,Female,Sentenced,Other,0
2008-06-01,NT,Male,Remanded,ATSI,155
2008-06-01,NT,Male,Remanded,Other,32
2008-06-01,NT,Male,Sentenced,ATSI,0
2008-06-01,NT,Male,Sentenced,Other,0
2008-06-01,QLD,Female,Remanded,ATSI,39
2008-06-01,QLD,Female,Remanded,Other,64
2008-06-01,QLD,Female,Sentenced,ATSI,0
2008-06-01,QLD,Female,Sentenced,Other,0
2008-06-01,QLD,Male,Remanded,ATSI,316
2008-06-01,QLD,Male,Remanded,Other,836
2008-06-01,QLD,Male,Sentenced,ATSI,0
2008-06-01,QLD,Male,Sentenced,Other,0
2008-06-01,SA,Female,Remanded,ATSI,16
2008-06-01,SA,Female,Remanded,Other,43
2008-06-01,SA,Female,Sentenced,ATSI,0
2008-06-01,SA,Female,Sentenced,Other,0
2008-06-01,SA,Male,Remanded,ATSI,166
2008-06-01,SA,Male,Remanded,Other,421
2008-06-01,SA,Male,Sentenced,ATSI,0
2008-06-01,SA,Male,Sentenced,Other,0
2008-06-01,TAS,Female,Remanded,ATSI,3
2008-06-01,TAS,Female,Remanded,Other,10
2008-06-01,TAS,Female,Sentenced,ATSI,0
2008-06-01,TAS,Female,Sentenced,Other,0
2008-06-01,TAS,Male,Remanded,ATSI,12
2008-06-01,TAS,Male,Remanded,Other,92
2008-06-01,TAS,Male,Sentenced,ATSI,0
2008-06-01,TAS,Male,Sentenced,Other,0
2008-06-01,VIC,Female,Remanded,ATSI,5
2008-06-01,VIC,Female,Remanded,Other,57
2008-06-01,VIC,Female,Sentenced,ATSI,0
2008-06-01,VIC,Female,Sentenced,Other,0
2008-06-01,VIC,Male,Remanded,ATSI,48
2008-06-01,VIC,Male,Remanded,Other,745
2008-06-01,VIC,Male,Sentenced,ATSI,0
2008-06-01,VIC,Male,Sentenced,Other,0
2008-06-01,WA,Female,Remanded,ATSI,28
2008-06-01,WA,Female,Remanded,Other,28
2008-06-01,WA,Female,Sentenced,ATSI,0
2008-06-01,WA,Female,Sentenced,Other,0
2008-06-01,WA,Male,Remanded,ATSI,291
2008-06-01,WA,Male,Remanded,Other,410
2008-06-01,WA,Male,Sentenced,ATSI,0
2008-06-01,WA,Male,Sentenced,Other,0
2008-09-01,ACT,Female,Remanded,ATSI,3
2008-09-01,ACT,Female,Remanded,Other,6
2008-09-01,ACT,Female,Sentenced,ATSI,0
2008-09-01,ACT,Female,Sentenced,Other,0
2008-09-01,ACT,Male,Remanded,ATSI,12
2008-09-01,ACT,Male,Remanded,Other,71
2008-09-01,ACT,Male,Sentenced,ATSI,0
2008-09-01,ACT,Male,Sentenced,Other,0
2008-09-01,NSW,Female,Remanded,ATSI,49
2008-09-01,NSW,Female,Remanded,Other,152
2008-09-01,NSW,Female,Sentenced,ATSI,0
2008-09-01,NSW,Female,Sentenced,Other,0
2008-09-01,NSW,Male,Remanded,ATSI,413
2008-09-01,NSW,Male,Remanded,Other,1909
2008-09-01,NSW,Male,Sentenced,ATSI,0
2008-09-01,NSW,Male,Sentenced,Other,0
2008-09-01,NT,Female,Remanded,ATSI,14
2008-09-01,NT,Female,Remanded,Other,2
2008-09-01,NT,Female,Sentenced,ATSI,0
2008-09-01,NT,Female,Sentenced,Other,0
2008-09-01,NT,Male,Remanded,ATSI,163
2008-09-01,NT,Male,Remanded,Other,36
2008-09-01,NT,Male,Sentenced,ATSI,0
2008-09-01,NT,Male,Sentenced,Other,0
2008-09-01,QLD,Female,Remanded,ATSI,39
2008-09-01,QLD,Female,Remanded,Other,70
2008-09-01,QLD,Female,Sentenced,ATSI,0
2008-09-01,QLD,Female,Sentenced,Other,0
2008-09-01,QLD,Male,Remanded,ATSI,302
2008-09-01,QLD,Male,Remanded,Other,829
2008-09-01,QLD,Male,Sentenced,ATSI,0
2008-09-01,QLD,Male,Sentenced,Other,0
2008-09-01,SA,Female,Remanded,ATSI,15
2008-09-01,SA,Female,Remanded,Other,49
2008-09-01,SA,Female,Sentenced,ATSI,0
2008-09-01,SA,Female,Sentenced,Other,0
2008-09-01,SA,Male,Remanded,ATSI,138
2008-09-01,SA,Male,Remanded,Other,464
2008-09-01,SA,Male,Sentenced,ATSI,0
2008-09-01,SA,Male,Sentenced,Other,0
2008-09-01,TAS,Female,Remanded,ATSI,1
2008-09-01,TAS,Female,Remanded,Other,8
2008-09-01,TAS,Female,Sentenced,ATSI,0
2008-09-01,TAS,Female,Sentenced,Other,0
2008-09-01,TAS,Male,Remanded,ATSI,12
2008-09-01,TAS,Male,Remanded,Other,91
2008-09-01,TAS,Male,Sentenced,ATSI,0
2008-09-01,TAS,Male,Sentenced,Other,0
2008-09-01,VIC,Female,Remanded,ATSI,7
2008-09-01,VIC,Female,Remanded,Other,54
2008-09-01,VIC,Female,Sentenced,ATSI,0
2008-09-01,VIC,Female,Sentenced,Other,0
2008-09-01,VIC,Male,Remanded,ATSI,44
2008-09-01,VIC,Male,Remanded,Other,721
2008-09-01,VIC,Male,Sentenced,ATSI,0
2008-09-01,VIC,Male,Sentenced,Other,0
2008-09-01,WA,Female,Remanded,ATSI,34
2008-09-01,WA,Female,Remanded,Other,40
2008-09-01,WA,Female,Sentenced,ATSI,0
2008-09-01,WA,Female,Sentenced,Other,0
2008-09-01,WA,Male,Remanded,ATSI,279
2008-09-01,WA,Male,Remanded,Other,437
2008-09-01,WA,Male,Sentenced,ATSI,0
2008-09-01,WA,Male,Sentenced,Other,0
2008-12-01,ACT,Female,Remanded,ATSI,2
2008-12-01,ACT,Female,Remanded,Other,7
2008-12-01,ACT,Female,Sentenced,ATSI,0
2008-12-01,ACT,Female,Sentenced,Other,0
2008-12-01,ACT,Male,Remanded,ATSI,14
2008-12-01,ACT,Male,Remanded,Other,84
2008-12-01,ACT,Male,Sentenced,ATSI,0
2008-12-01,ACT,Male,Sentenced,Other,0
2008-12-01,NSW,Female,Remanded,ATSI,55
2008-12-01,NSW,Female,Remanded,Other,153
2008-12-01,NSW,Female,Sentenced,ATSI,0
2008-12-01,NSW,Female,Sentenced,Other,0
2008-12-01,NSW,Male,Remanded,ATSI,431
2008-12-01,NSW,Male,Remanded,Other,1893
2008-12-01,NSW,Male,Sentenced,ATSI,0
2008-12-01,NSW,Male,Sentenced,Other,0
2008-12-01,NT,Female,Remanded,ATSI,13
2008-12-01,NT,Female,Remanded,Other,2
2008-12-01,NT,Female,Sentenced,ATSI,0
2008-12-01,NT,Female,Sentenced,Other,0
2008-12-01,NT,Male,Remanded,ATSI,169
2008-12-01,NT,Male,Remanded,Other,44
2008-12-01,NT,Male,Sentenced,ATSI,0
2008-12-01,NT,Male,Sentenced,Other,0
2008-12-01,QLD,Female,Remanded,ATSI,28
2008-12-01,QLD,Female,Remanded,Other,62
2008-12-01,QLD,Female,Sentenced,ATSI,0
2008-12-01,QLD,Female,Sentenced,Other,0
2008-12-01,QLD,Male,Remanded,ATSI,265
2008-12-01,QLD,Male,Remanded,Other,796
2008-12-01,QLD,Male,Sentenced,ATSI,0
2008-12-01,QLD,Male,Sentenced,Other,0
2008-12-01,SA,Female,Remanded,ATSI,13
2008-12-01,SA,Female,Remanded,Other,44
2008-12-01,SA,Female,Sentenced,ATSI,0
2008-12-01,SA,Female,Sentenced,Other,0
2008-12-01,SA,Male,Remanded,ATSI,156
2008-12-01,SA,Male,Remanded,Other,427
2008-12-01,SA,Male,Sentenced,ATSI,0
2008-12-01,SA,Male,Sentenced,Other,0
2008-12-01,TAS,Female,Remanded,ATSI,1
2008-12-01,TAS,Female,Remanded,Other,6
2008-12-01,TAS,Female,Sentenced,ATSI,0
2008-12-01,TAS,Female,Sentenced,Other,0
2008-12-01,TAS,Male,Remanded,ATSI,15
2008-12-01,TAS,Male,Remanded,Other,83
2008-12-01,TAS,Male,Sentenced,ATSI,0
2008-12-01,TAS,Male,Sentenced,Other,0
2008-12-01,VIC,Female,Remanded,ATSI,6
2008-12-01,VIC,Female,Remanded,Other,58
2008-12-01,VIC,Female,Sentenced,ATSI,0
2008-12-01,VIC,Female,Sentenced,Other,0
2008-12-01,VIC,Male,Remanded,ATSI,48
2008-12-01,VIC,Male,Remanded,Other,757
2008-12-01,VIC,Male,Sentenced,ATSI,0
2008-12-01,VIC,Male,Sentenced,Other,0
2008-12-01,WA,Female,Remanded,ATSI,36
2008-12-01,WA,Female,Remanded,Other,48
2008-12-01,WA,Female,Sentenced,ATSI,0
2008-12-01,WA,Female,Sentenced,Other,0
2008-12-01,WA,Male,Remanded,ATSI,264
2008-12-01,WA,Male,Remanded,Other,390
2008-12-01,WA,Male,Sentenced,ATSI,0
2008-12-01,WA,Male,Sentenced,Other,0
2009-03-01,ACT,Female,Remanded,ATSI,2
2009-03-01,ACT,Female,Remanded,Other,8
2009-03-01,ACT,Female,Sentenced,ATSI,0
2009-03-01,ACT,Female,Sentenced,Other,0
2009-03-01,ACT,Male,Remanded,ATSI,17
2009-03-01,ACT,Male,Remanded,Other,85
2009-03-01,ACT,Male,Sentenced,ATSI,0
2009-03-01,ACT,Male,Sentenced,Other,0
2009-03-01,NSW,Female,Remanded,ATSI,63
2009-03-01,NSW,Female,Remanded,Other,171
2009-03-01,NSW,Female,Sentenced,ATSI,0
2009-03-01,NSW,Female,Sentenced,Other,0
2009-03-01,NSW,Male,Remanded,ATSI,506
2009-03-01,NSW,Male,Remanded,Other,1985
2009-03-01,NSW,Male,Sentenced,ATSI,0
2009-03-01,NSW,Male,Sentenced,Other,0
2009-03-01,NT,Female,Remanded,ATSI,12
2009-03-01,NT,Female,Remanded,Other,3
2009-03-01,NT,Female,Sentenced,ATSI,0
2009-03-01,NT,Female,Sentenced,Other,0
2009-03-01,NT,Male,Remanded,ATSI,227
2009-03-01,NT,Male,Remanded,Other,38
2009-03-01,NT,Male,Sentenced,ATSI,0
2009-03-01,NT,Male,Sentenced,Other,0
2009-03-01,QLD,Female,Remanded,ATSI,29
2009-03-01,QLD,Female,Remanded,Other,56
2009-03-01,QLD,Female,Sentenced,ATSI,0
2009-03-01,QLD,Female,Sentenced,Other,0
2009-03-01,QLD,Male,Remanded,ATSI,283
2009-03-01,QLD,Male,Remanded,Other,795
2009-03-01,QLD,Male,Sentenced,ATSI,0
2009-03-01,QLD,Male,Sentenced,Other,0
2009-03-01,SA,Female,Remanded,ATSI,22
2009-03-01,SA,Female,Remanded,Other,37
2009-03-01,SA,Female,Sentenced,ATSI,0
2009-03-01,SA,Female,Sentenced,Other,0
2009-03-01,SA,Male,Remanded,ATSI,175
2009-03-01,SA,Male,Remanded,Other,420
2009-03-01,SA,Male,Sentenced,ATSI,0
2009-03-01,SA,Male,Sentenced,Other,0
2009-03-01,TAS,Female,Remanded,ATSI,2
2009-03-01,TAS,Female,Remanded,Other,9
2009-03-01,TAS,Female,Sentenced,ATSI,0
2009-03-01,TAS,Female,Sentenced,Other,0
2009-03-01,TAS,Male,Remanded,ATSI,17
2009-03-01,TAS,Male,Remanded,Other,80
2009-03-01,TAS,Male,Sentenced,ATSI,0
2009-03-01,TAS,Male,Sentenced,Other,0
2009-03-01,VIC,Female,Remanded,ATSI,7
2009-03-01,VIC,Female,Remanded,Other,63
2009-03-01,VIC,Female,Sentenced,ATSI,0
2009-03-01,VIC,Female,Sentenced,Other,0
2009-03-01,VIC,Male,Remanded,ATSI,46
2009-03-01,VIC,Male,Remanded,Other,697
2009-03-01,VIC,Male,Sentenced,ATSI,0
2009-03-01,VIC,Male,Sentenced,Other,0
2009-03-01,WA,Female,Remanded,ATSI,40
2009-03-01,WA,Female,Remanded,Other,34
2009-03-01,WA,Female,Sentenced,ATSI,0
2009-03-01,WA,Female,Sentenced,Other,0
2009-03-01,WA,Male,Remanded,ATSI,260
2009-03-01,WA,Male,Remanded,Other,354
2009-03-01,WA,Male,Sentenced,ATSI,0
2009-03-01,WA,Male,Sentenced,Other,0
2009-06-01,ACT,Female,Remanded,ATSI,3
2009-06-01,ACT,Female,Remanded,Other,4
2009-06-01,ACT,Female,Sentenced,ATSI,0
2009-06-01,ACT,Female,Sentenced,Other,0
2009-06-01,ACT,Male,Remanded,ATSI,12
2009-06-01,ACT,Male,Remanded,Other,52
2009-06-01,ACT,Male,Sentenced,ATSI,0
2009-06-01,ACT,Male,Sentenced,Other,0
2009-06-01,NSW,Female,Remanded,ATSI,59
2009-06-01,NSW,Female,Remanded,Other,177
2009-06-01,NSW,Female,Sentenced,ATSI,0
2009-06-01,NSW,Female,Sentenced,Other,0
2009-06-01,NSW,Male,Remanded,ATSI,491
2009-06-01,NSW,Male,Remanded,Other,1986
2009-06-01,NSW,Male,Sentenced,ATSI,0
2009-06-01,NSW,Male,Sentenced,Other,0
2009-06-01,NT,Female,Remanded,ATSI,14
2009-06-01,NT,Female,Remanded,Other,2
2009-06-01,NT,Female,Sentenced,ATSI,0
2009-06-01,NT,Female,Sentenced,Other,0
2009-06-01,NT,Male,Remanded,ATSI,206
2009-06-01,NT,Male,Remanded,Other,49
2009-06-01,NT,Male,Sentenced,ATSI,0
